archive,archive_type,annotation_source,task_path,raw_task_name,media_name,canonical_task_id,participant_id,participant_number,camera_view,subset,task_status,job_statuses,start_frame,stop_frame,frame_count,width,height,media_size_bytes,declared_label_count,tag_count,standalone_shape_count,track_count,track_keyframe_count,rotated_keyframe_count,outside_keyframe_count,tag_labels,track_labels,shape_types,event_frames,schema_fingerprint
defibliration2.zip,project_backup,defibliration2,task_44,P16_LL,P16_LL.MP4,P16_LL,P16,16,LL,,annotation,annotation,0,605,606,,,36390268,14,6,0,7,72,0,6,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=134;both_paddle_buttons_pressed=496;first_paddle_taken=302;paddles_firmly_on_chest=428;paddles_removed_after_shock=541;second_paddle_taken=376,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_43,P16_LS,P16_LS.MOV,P16_LS,P16,16,LS,,annotation,annotation,0,762,763,1920,1080,50182101,14,7,0,7,77,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,Gel applied=193;both_paddle_buttons_pressed=629;first_paddle_taken=399;paddles_firmly_on_chest=573;paddles_removed_after_shock=683;second_paddle_taken=504;shock_delivered_on_screen=634,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_42,P16_T,P16_T.MOV,P16_T,P16,16,T,,annotation,annotation,0,741,742,1080,1920,27032281,14,6,0,5,68,13,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=176;both_paddle_buttons_pressed=595;first_paddle_taken=361;paddles_firmly_on_chest=529;paddles_removed_after_shock=646;second_paddle_taken=468,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_41,P17_LL,P17_LL.MP4,P17_LL,P17,17,LL,,annotation,annotation,0,403,404,,,24401362,14,5,0,6,34,0,5,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=127;first_paddle_taken=197;paddles_firmly_on_chest=264;paddles_removed_after_shock=293;second_paddle_taken=224,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_40,P17_LS,P17_LS.MOV,P17_LS,P17,17,LS,,annotation,annotation,0,459,460,1920,1080,30055611,14,7,0,9,51,0,5,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,Gel applied=203;both_paddle_buttons_pressed=358;first_paddle_taken=274;paddles_firmly_on_chest=344;paddles_removed_after_shock=387;second_paddle_taken=322;shock_delivered_on_screen=359,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_39,P17_T,P17_T.MOV,P17_T,P17,17,T,,annotation,annotation,0,423,424,1080,1920,15379986,14,6,0,4,26,0,2,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=146;both_paddle_buttons_pressed=294;first_paddle_taken=214;paddles_firmly_on_chest=282;paddles_removed_after_shock=334;second_paddle_taken=266,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_38,P18_LL,P18_LL.MP4,P18_LL,P18,18,LL,,annotation,annotation,0,413,414,,,24948649,14,5,0,4,41,0,3,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=179;first_paddle_taken=253;paddles_firmly_on_chest=353;paddles_removed_after_shock=382;second_paddle_taken=319,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_37,P18_LS,P18_LS.MOV,P18_LS,P18,18,LS,,annotation,annotation,0,499,500,1920,1080,32016973,14,8,0,7,68,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,"Gel applied=182;both_paddle_buttons_pressed=422;first_paddle_taken=323,324;paddles_firmly_on_chest=402;paddles_removed_after_shock=448;second_paddle_taken=378;shock_delivered_on_screen=427",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_36,P18_T,P18_T.MOV,P18_T,P18,18,T,,annotation,annotation,0,502,503,1080,1920,18283897,14,6,0,6,61,0,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=128;both_paddle_buttons_pressed=377;first_paddle_taken=266;paddles_firmly_on_chest=376;paddles_removed_after_shock=391;second_paddle_taken=321,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_35,P19_LL,P19_LL.MP4,P19_LL,P19,19,LL,,annotation,annotation,0,385,386,,,23419717,14,5,0,5,49,0,4,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=156;first_paddle_taken=231;paddles_firmly_on_chest=316;paddles_removed_after_shock=333;second_paddle_taken=258,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_34,P19_LS,P19_LS.MOV,P19_LS,P19,19,LS,,annotation,annotation,0,451,452,1920,1080,28332231,14,6,0,5,31,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=143;both_paddle_buttons_pressed=372;first_paddle_taken=261;paddles_firmly_on_chest=359;paddles_removed_after_shock=387;second_paddle_taken=298,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_33,P19_T,P19_T.MOV,P19_T,P19,19,T,,annotation,annotation,0,483,484,1080,1920,17572889,14,6,0,5,59,0,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=140;both_paddle_buttons_pressed=372;first_paddle_taken=252;paddles_firmly_on_chest=358;paddles_removed_after_shock=383;second_paddle_taken=295,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_32,P20_LL,P20_LL.MP4,P20_LL,P20,20,LL,,annotation,annotation,0,414,415,,,25060284,14,5,0,5,51,0,4,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=173;first_paddle_taken=283;paddles_firmly_on_chest=326;paddles_removed_after_shock=369;second_paddle_taken=318,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_31,P20_LS,P20_LS.MOV,P20_LS,P20,20,LS,,annotation,annotation,0,531,532,1920,1080,34316836,14,7,0,7,63,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,Gel applied=205;both_paddle_buttons_pressed=440;first_paddle_taken=363;paddles_firmly_on_chest=439;paddles_removed_after_shock=467;second_paddle_taken=407;shock_delivered_on_screen=442,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_30,P20_T,P20_T.MOV,P20_T,P20,20,T,,annotation,annotation,0,556,557,1080,1920,20268820,14,6,0,5,43,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=165;both_paddle_buttons_pressed=396;first_paddle_taken=325;paddles_firmly_on_chest=396;paddles_removed_after_shock=429;second_paddle_taken=370,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_29,P21_LL,P21_LL.MP4,P21_LL,P21,21,LL,,annotation,annotation,0,396,397,,,24046792,14,4,0,5,66,0,4,Gel applied;first_paddle_taken;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=163;first_paddle_taken=247;paddles_removed_after_shock=337;second_paddle_taken=273,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_28,P21_LS,P21_LS.MOV,P21_LS,P21,21,LS,,annotation,annotation,0,485,486,1920,1080,31706216,14,6,0,6,39,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=220;both_paddle_buttons_pressed=407;first_paddle_taken=325;paddles_firmly_on_chest=410;paddles_removed_after_shock=429;second_paddle_taken=365,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_27,P21_T,P21_T.MOV,P21_T,P21,21,T,,annotation,annotation,0,453,454,1080,1920,16540078,14,6,0,5,46,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=156;both_paddle_buttons_pressed=373;first_paddle_taken=275;paddles_firmly_on_chest=358;paddles_removed_after_shock=384;second_paddle_taken=321,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_26,P22_LL,P22_LL.MP4,P22_LL,P22,22,LL,,annotation,annotation,0,1041,1042,,,62417737,14,5,0,4,56,0,3,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=427;first_paddle_taken=698;paddles_firmly_on_chest=850;paddles_removed_after_shock=937;second_paddle_taken=805,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_25,P22_LS,P22_LS.MOV,P22_LS,P22,22,LS,,annotation,annotation,0,1227,1228,1920,1080,79344776,14,6,0,7,60,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,Gel applied=506;both_paddle_buttons_pressed=1031;first_paddle_taken=848;paddles_firmly_on_chest=1023;paddles_removed_after_shock=1140;second_paddle_taken=984,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_24,P22_T,P22_T.MOV,P22_T,P22,22,T,,annotation,annotation,0,1167,1168,1080,1920,42591862,14,6,0,5,73,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=454;both_paddle_buttons_pressed=982;first_paddle_taken=801;paddles_firmly_on_chest=982;paddles_removed_after_shock=1091;second_paddle_taken=935,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_23,P23_LL,P23_LL.MP4,P23_LL,P23,23,LL,,annotation,annotation,0,491,492,,,29541355,14,5,0,3,41,0,2,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,learner_hand;paddle_apical;sternal_placement_zone,polygon;rectangle,Gel applied=177;first_paddle_taken=297;paddles_firmly_on_chest=388;paddles_removed_after_shock=426;second_paddle_taken=352,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_22,P23_LS,P23_LS.MOV,P23_LS,P23,23,LS,,annotation,annotation,0,592,593,1920,1080,38096894,14,6,0,7,67,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,Gel applied=192;both_paddle_buttons_pressed=480;first_paddle_taken=373;paddles_firmly_on_chest=461;paddles_removed_after_shock=518;second_paddle_taken=432,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_21,P23_T,P23_T.MOV,P23_T,P23,23,T,,annotation,annotation,0,559,560,1080,1920,20397934,14,0,0,5,39,0,3,,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_20,P24_LL,P24_LL.MP4,P24_LL,P24,24,LL,,annotation,annotation,0,407,408,,,24538628,14,6,0,4,43,0,3,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,"Gel applied=159;first_paddle_taken=246;paddles_firmly_on_chest=315;paddles_removed_after_shock=338;second_paddle_taken=292,293",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_19,P24_LS,P24_LS.MOV,P24_LS,P24,24,LS,,annotation,annotation,0,508,509,1920,1080,33268876,14,6,0,7,404,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,polygon;rectangle,Gel applied=185;both_paddle_buttons_pressed=401;first_paddle_taken=311;paddles_firmly_on_chest=385;paddles_removed_after_shock=425;second_paddle_taken=367,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_18,P24_T,P24_T.MOV,P24_T,P24,24,T,,annotation,annotation,0,352,353,1080,1920,13020441,14,6,0,5,48,0,2,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=109;both_paddle_buttons_pressed=314;first_paddle_taken=234;paddles_firmly_on_chest=311;paddles_removed_after_shock=344;second_paddle_taken=290,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_17,P25_LL,P25_LL.MP4,P25_LL,P25,25,LL,,annotation,annotation,0,462,463,,,27924602,14,5,0,5,58,0,6,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,Gel applied=165;first_paddle_taken=255;paddles_firmly_on_chest=315;paddles_removed_after_shock=376;second_paddle_taken=308,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_16,P25_LS,P25_LS.MOV,P25_LS,P25,25,LS,,annotation,annotation,0,565,566,1920,1080,36960534,14,0,0,4,611,0,0,,apical_placement_zone;defibrillator_screen;shock_symbol;sternal_placement_zone,polygon;rectangle,,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_15,P25_T,P25_T.MOV,P25_T,P25,25,T,,annotation,annotation,0,514,515,1080,1920,18787158,14,8,0,6,106,0,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,"Gel applied=159,160;both_paddle_buttons_pressed=405;first_paddle_taken=304;paddles_firmly_on_chest=391;paddles_removed_after_shock=442;second_paddle_taken=363,365",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_14,P26_LL.,P26_LL.MP4,P26_LL,P26,26,LL,,annotation,annotation,0,481,482,,,29141655,14,7,0,4,100,0,3,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,polygon;rectangle,"Gel applied=148;first_paddle_taken=263,264;paddles_firmly_on_chest=309;paddles_removed_after_shock=379;second_paddle_taken=281,282",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
defibliration2.zip,project_backup,defibliration2,task_13,P26_LS,P26_LS.MOV,P26_LS,P26,26,LS,,annotation,annotation,0,599,600,1920,1080,38476384,14,6,0,7,161,0,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,polygon;rectangle,Gel applied=178;both_paddle_buttons_pressed=412;first_paddle_taken=338;paddles_firmly_on_chest=393;paddles_removed_after_shock=476;second_paddle_taken=369,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
